problem,m,iterations,runtime,grad_norm,converged,exit_code
random_multibasin,22,8,0.0005409717559814453,8.162056376211468e-08,True,Convergence
random_multibasin,23,8,0.0005371570587158203,8.162056376211468e-08,True,Convergence
random_multibasin,24,8,0.0005428791046142578,8.162056376211468e-08,True,Convergence
random_multibasin,25,8,0.0005316734313964844,8.162056376211468e-08,True,Convergence
random_quad_10,1,262,0.011210203170776367,3.012771901311877e-05,True,Convergence
random_quad_10,2,208,0.00841665267944336,1.9886496575069752e-05,True,Convergence
random_quad_10,3,189,0.008382320404052734,1.5657179724877903e-05,True,Convergence
random_quad_10,4,159,0.007669210433959961,2.3438692404668975e-05,True,Convergence
random_quad_10,5,162,0.008333206176757812,1.9654318634464688e-05,True,Convergence
random_quad_10,6,122,0.006699323654174805,9.4790188795037e-06,True,Convergence
random_quad_10,7,115,0.006915569305419922,1.9735124722567503e-05,True,Convergence
random_quad_10,8,94,0.006067037582397461,1.4280886638517441e-05,True,Convergence
random_quad_10,9,86,0.00578618049621582,1.0116658530815037e-05,True,Convergence
random_quad_10,10,67,0.00474858283996582,9.008606981500182e-06,True,Convergence
random_quad_10,11,76,0.005597591400146484,2.4394104627770695e-05,True,Convergence
random_quad_10,12,54,0.004209995269775391,8.022738006208104e-06,True,Convergence
random_quad_10,13,49,0.00383758544921875,4.509121290423995e-06,True,Convergence
random_quad_10,14,44,0.0036389827728271484,1.7189451703965132e-06,True,Convergence
random_quad_10,15,45,0.003767728805541992,2.5947203168436184e-05,True,Convergence
random_quad_10,16,33,0.002691030502319336,2.423436764227588e-06,True,Convergence
random_quad_10,17,31,0.0025441646575927734,5.202421964439436e-06,True,Convergence
random_quad_10,18,30,0.002511262893676758,1.965594080029992e-06,True,Convergence
random_quad_10,19,30,0.0025424957275390625,1.3290497487969237e-06,True,Convergence
random_quad_10,20,31,0.0026922225952148438,6.347158611440582e-08,True,Convergence
random_quad_10,21,30,0.0026252269744873047,1.6476023405112606e-07,True,Convergence
random_quad_10,22,30,0.002660036087036133,4.7230091596901305e-07,True,Convergence
random_quad_10,23,28,0.0024175643920898438,2.0215983892852945e-05,True,Convergence
random_quad_10,24,26,0.002180814743041992,5.478440744988672e-05,True,Convergence
random_quad_10,25,27,0.0023643970489501953,3.6565398091670285e-06,True,Convergence
random_quartic_10,1,11,0.0005793571472167969,1.3693980597179593e-12,True,Convergence
random_quartic_10,2,11,0.0006134510040283203,3.654373753454311e-12,True,Convergence
random_quartic_10,3,12,0.0006783008575439453,1.838969056922726e-12,True,Convergence
random_quartic_10,4,11,0.0005950927734375,2.2884850896302946e-08,True,Convergence
random_quartic_10,5,12,0.0007078647613525391,2.148102324981632e-09,True,Convergence
random_quartic_10,6,12,0.00255584716796875,9.574356248100181e-10,True,Convergence
random_quartic_10,7,13,0.0008113384246826172,6.273307254963151e-11,True,Convergence
random_quartic_10,8,13,0.0008065700531005859,1.2435679981170663e-09,True,Convergence
random_quartic_10,9,13,0.0008616447448730469,2.773029553355908e-10,True,Convergence
random_quartic_10,10,15,0.0010633468627929688,1.1788828713047065e-10,True,Convergence
random_quartic_10,11,15,0.0010395050048828125,1.705013898704775e-08,True,Convergence
random_quartic_10,12,16,0.0011317729949951172,5.2105032200065476e-09,True,Convergence
random_quartic_10,13,16,0.00115203857421875,1.6103407016309013e-08,True,Convergence
random_quartic_10,14,17,0.0012722015380859375,1.1343871307574734e-09,True,Convergence
random_quartic_10,15,17,0.0012638568878173828,1.0989357805353477e-09,True,Convergence
random_quartic_10,16,17,0.0012865066528320312,2.218625711150774e-09,True,Convergence
random_quartic_10,17,17,0.0012433528900146484,2.218625711150774e-09,True,Convergence
random_quartic_10,18,17,0.001283407211303711,2.218625711150774e-09,True,Convergence
random_quartic_10,19,17,0.0012927055358886719,2.218625711150774e-09,True,Convergence
random_quartic_10,20,17,0.0012524127960205078,2.218625711150774e-09,True,Convergence
random_quartic_10,21,17,0.0012526512145996094,2.218625711150774e-09,True,Convergence
random_quartic_10,22,17,0.0012943744659423828,2.218625711150774e-09,True,Convergence
random_quartic_10,23,17,0.001253366470336914,2.218625711150774e-09,True,Convergence
random_quartic_10,24,17,0.0012617111206054688,2.218625711150774e-09,True,Convergence
random_quartic_10,25,17,0.0012476444244384766,2.218625711150774e-09,True,Convergence
rosenbrock_20d,1,243,0.024848222732543945,2.26768302820657e-05,True,Convergence
rosenbrock_20d,2,191,0.019460201263427734,2.0388452249356252e-05,True,Convergence
rosenbrock_20d,3,169,0.01790165901184082,1.622280234430247e-05,True,Convergence
rosenbrock_20d,4,140,0.015326738357543945,1.4845819377419861e-05,True,Convergence
rosenbrock_20d,5,133,0.015053987503051758,1.1807545345916715e-05,True,Convergence
rosenbrock_20d,6,130,0.015823841094970703,1.4898287449231625e-05,True,Convergence
rosenbrock_20d,7,126,0.015461444854736328,5.1321074965403e-05,True,Convergence
rosenbrock_20d,8,124,0.01590132713317871,3.027329267815023e-05,True,Convergence
rosenbrock_20d,9,124,0.016753435134887695,1.9558142429242074e-05,True,Convergence
rosenbrock_20d,10,121,0.017833471298217773,1.514942540800171e-05,True,Convergence
rosenbrock_20d,11,118,0.017003774642944336,1.2058183368554277e-05,True,Convergence
rosenbrock_20d,12,118,0.016887903213500977,1.9830844138937893e-05,True,Convergence
rosenbrock_20d,13,119,0.017851829528808594,9.719715806878944e-06,True,Convergence
rosenbrock_20d,14,119,0.018199443817138672,1.2559049733017283e-05,True,Convergence
rosenbrock_20d,15,118,0.018350601196289062,3.9031033383208076e-05,True,Convergence
rosenbrock_20d,16,115,0.018006563186645508,3.6397757983467696e-05,True,Convergence
rosenbrock_20d,17,115,0.01873469352722168,6.623406499567006e-06,True,Convergence
rosenbrock_20d,18,116,0.019210100173950195,4.311424610226735e-06,True,Convergence
rosenbrock_20d,19,116,0.019346237182617188,1.8733870970887723e-05,True,Convergence
rosenbrock_20d,20,114,0.018930673599243164,1.073831094829342e-05,True,Convergence
rosenbrock_20d,21,113,0.019329071044921875,1.1534887512069489e-05,True,Convergence
rosenbrock_20d,22,116,0.0197904109954834,1.2260701346649032e-05,True,Convergence
rosenbrock_20d,23,110,0.01912689208984375,6.730805931006978e-06,True,Convergence
rosenbrock_20d,24,112,0.01978611946105957,1.79269516473945e-05,True,Convergence
rosenbrock_20d,25,113,0.020647525787353516,4.634537848731849e-06,True,Convergence
powell_singular,1,162,0.005283832550048828,7.078276544251999e-06,True,Convergence
powell_singular,2,104,0.0037543773651123047,2.4252023056780917e-06,True,Convergence
powell_singular,3,86,0.0034482479095458984,5.053854138804896e-06,True,Convergence
powell_singular,4,44,0.0019173622131347656,2.753881936976808e-06,True,Convergence
powell_singular,5,39,0.0017871856689453125,4.6004415403369585e-06,True,Convergence
powell_singular,6,37,0.0018837451934814453,1.2568392377393925e-06,True,Convergence
powell_singular,7,42,0.002208709716796875,3.0703513546112273e-07,True,Convergence
powell_singular,8,39,0.0021779537200927734,2.923688843937281e-06,True,Convergence
powell_singular,9,42,0.0025544166564941406,5.452214829905954e-07,True,Convergence
powell_singular,10,37,0.0022749900817871094,3.2941787748894185e-07,True,Convergence
powell_singular,11,48,0.0031583309173583984,3.693867387884652e-07,True,Convergence
powell_singular,12,44,0.003089427947998047,9.820408084095656e-06,True,Convergence
powell_singular,13,43,0.003124713897705078,8.494975470101681e-07,True,Convergence
powell_singular,14,43,0.003149747848510742,1.4548428262357762e-06,True,Convergence
powell_singular,15,41,0.0031757354736328125,2.216327496591715e-06,True,Convergence
powell_singular,16,43,0.0033812522888183594,3.900742549722738e-07,True,Convergence
powell_singular,17,42,0.0034761428833007812,1.1192052194417635e-06,True,Convergence
powell_singular,18,43,0.0035858154296875,9.254545601033336e-07,True,Convergence
powell_singular,19,43,0.0037457942962646484,1.8263148137641105e-07,True,Convergence
powell_singular,20,42,0.0036687850952148438,4.591707995897307e-06,True,Convergence
powell_singular,21,42,0.0038330554962158203,1.734898392563805e-07,True,Convergence
powell_singular,22,39,0.0035228729248046875,4.563180036988039e-05,True,Convergence
powell_singular,23,50,0.0049457550048828125,1.2186632021743948e-06,True,Convergence
powell_singular,24,50,0.004967212677001953,3.1965100578113704e-07,True,Convergence
powell_singular,25,51,0.005278587341308594,1.2733175298828122e-06,True,Convergence
logistic_regression_20d,1,28,0.001352071762084961,2.1236329544184823e-06,True,Convergence
logistic_regression_20d,2,29,0.0015189647674560547,3.922810841694477e-06,True,Convergence
logistic_regression_20d,3,26,0.001416921615600586,1.9359034123267384e-06,True,Convergence
logistic_regression_20d,4,27,0.0016694068908691406,1.3097698880554364e-06,True,Convergence
logistic_regression_20d,5,23,0.0020210742950439453,1.342329672079483e-06,True,Convergence
logistic_regression_20d,6,23,0.0027976036071777344,1.5284815102450571e-06,True,Convergence
logistic_regression_20d,7,23,0.002799510955810547,1.1117657347224176e-06,True,Convergence
logistic_regression_20d,8,23,0.0030279159545898438,2.0322965854057625e-06,True,Convergence
logistic_regression_20d,9,23,0.0030367374420166016,2.8638342136666585e-06,True,Convergence
logistic_regression_20d,10,22,0.0031609535217285156,3.113823307160219e-06,True,Convergence
logistic_regression_20d,11,23,0.003068208694458008,1.3752858464772562e-06,True,Convergence
logistic_regression_20d,12,23,0.0032896995544433594,8.345128912120595e-07,True,Convergence
logistic_regression_20d,13,22,0.0034623146057128906,7.043316018138066e-07,True,Convergence
logistic_regression_20d,14,22,0.0033674240112304688,1.2716130057517747e-06,True,Convergence
logistic_regression_20d,15,21,0.001987457275390625,1.3277016609749947e-06,True,Convergence
logistic_regression_20d,16,21,0.0018093585968017578,1.3917502432167168e-06,True,Convergence
logistic_regression_20d,17,21,0.001840829849243164,1.248165653434981e-06,True,Convergence
logistic_regression_20d,18,21,0.0022127628326416016,9.60786714960595e-07,True,Convergence
logistic_regression_20d,19,21,0.0037393569946289062,9.460853732239277e-07,True,Convergence
logistic_regression_20d,20,21,0.0031707286834716797,9.445138574176069e-07,True,Convergence
logistic_regression_20d,21,21,0.0018949508666992188,9.445138574176069e-07,True,Convergence
logistic_regression_20d,22,21,0.0019445419311523438,9.445138574176069e-07,True,Convergence
logistic_regression_20d,23,21,0.0018465518951416016,9.445138574176069e-07,True,Convergence
logistic_regression_20d,24,21,0.0018243789672851562,9.445138574176069e-07,True,Convergence
logistic_regression_20d,25,21,0.001836538314819336,9.445138574176069e-07,True,Convergence
exp_fitting,1,115,0.008822202682495117,2.1534946977868477e-05,True,Convergence
exp_fitting,2,39,0.0032241344451904297,5.5022972357719696e-08,True,Convergence
exp_fitting,3,28,0.002224445343017578,2.0320230152903103e-06,True,Convergence
exp_fitting,4,25,0.002000093460083008,8.631573613080183e-09,True,Convergence
exp_fitting,5,23,0.0019102096557617188,4.556495991132375e-08,True,Convergence
exp_fitting,6,24,0.002132415771484375,1.4876293640625598e-07,True,Convergence
exp_fitting,7,23,0.002079486846923828,1.0742366278458707e-08,True,Convergence
exp_fitting,8,24,0.002248525619506836,9.091810769216208e-08,True,Convergence
exp_fitting,9,23,0.0022001266479492188,2.5032160019060045e-08,True,Convergence
exp_fitting,10,24,0.0023651123046875,1.334755623839302e-07,True,Convergence
exp_fitting,11,23,0.002292156219482422,5.8169269647433325e-08,True,Convergence
exp_fitting,12,24,0.002456188201904297,2.7112998347685917e-08,True,Convergence
exp_fitting,13,25,0.002590656280517578,1.95584801111235e-08,True,Convergence
exp_fitting,14,24,0.002502918243408203,8.569681273281657e-09,True,Convergence
exp_fitting,15,24,0.002551555633544922,4.424590318662956e-08,True,Convergence
exp_fitting,16,24,0.0025703907012939453,5.221893579340871e-08,True,Convergence
exp_fitting,17,24,0.002630949020385742,4.906161526167193e-08,True,Convergence
exp_fitting,18,24,0.002627849578857422,4.8676735729001697e-08,True,Convergence
exp_fitting,19,24,0.0026397705078125,4.840852402278834e-08,True,Convergence
exp_fitting,20,24,0.0026597976684570312,4.8174704509128725e-08,True,Convergence
exp_fitting,21,24,0.0026862621307373047,4.8087759190167254e-08,True,Convergence
exp_fitting,22,24,0.002684354782104492,4.80726243438916e-08,True,Convergence
exp_fitting,23,24,0.002682924270629883,4.8071843650129486e-08,True,Convergence
exp_fitting,24,24,0.0026950836181640625,4.8071843650129486e-08,True,Convergence
exp_fitting,25,24,0.002687215805053711,4.8071843650129486e-08,True,Convergence
random_multibasin,1,15,0.0009179115295410156,4.829608963107494e-07,True,Convergence
random_multibasin,2,13,0.0009026527404785156,6.063612981637162e-08,True,Convergence
random_multibasin,3,13,0.0009691715240478516,6.947994010062318e-11,True,Convergence
random_multibasin,4,13,0.0010006427764892578,3.422786196181102e-08,True,Convergence
random_multibasin,5,14,0.0011019706726074219,1.7534314802246548e-09,True,Convergence
random_multibasin,6,14,0.00113677978515625,7.857397379361273e-09,True,Convergence
random_multibasin,7,14,0.0011649131774902344,7.847382512313846e-09,True,Convergence
random_multibasin,8,14,0.0011882781982421875,9.276303492140749e-09,True,Convergence
random_multibasin,9,14,0.0012061595916748047,9.995971132662758e-09,True,Convergence
random_multibasin,10,14,0.0012214183807373047,9.962528981780328e-09,True,Convergence
random_multibasin,11,14,0.0012364387512207031,9.962455697367904e-09,True,Convergence
random_multibasin,12,14,0.0012657642364501953,9.96243332529268e-09,True,Convergence
random_multibasin,13,14,0.0012543201446533203,9.96243332529268e-09,True,Convergence
random_multibasin,14,14,0.0012469291687011719,9.96243332529268e-09,True,Convergence
random_multibasin,15,14,0.0012624263763427734,9.96243332529268e-09,True,Convergence
random_multibasin,16,14,0.0012509822845458984,9.96243332529268e-09,True,Convergence
random_multibasin,17,14,0.0012505054473876953,9.96243332529268e-09,True,Convergence
random_multibasin,18,14,0.0012471675872802734,9.96243332529268e-09,True,Convergence
random_multibasin,19,14,0.0012469291687011719,9.96243332529268e-09,True,Convergence
random_multibasin,20,14,0.0012559890747070312,9.96243332529268e-09,True,Convergence
random_multibasin,21,14,0.0012488365173339844,9.96243332529268e-09,True,Convergence
random_multibasin,22,14,0.0012564659118652344,9.96243332529268e-09,True,Convergence
random_multibasin,23,14,0.0012443065643310547,9.96243332529268e-09,True,Convergence
random_multibasin,24,14,0.0012519359588623047,9.96243332529268e-09,True,Convergence
random_multibasin,25,14,0.0012531280517578125,9.96243332529268e-09,True,Convergence
random_quad_10,1,205,0.007184505462646484,2.1824969077598952e-05,True,Convergence
random_quad_10,2,192,0.007319450378417969,7.18770537584556e-06,True,Convergence
random_quad_10,3,186,0.007791996002197266,3.6601941945060414e-05,True,Convergence
random_quad_10,4,160,0.007384777069091797,8.234049102121912e-06,True,Convergence
random_quad_10,5,157,0.007748603820800781,1.1380657372748348e-05,True,Convergence
random_quad_10,6,125,0.006723165512084961,5.05211936794537e-06,True,Convergence
random_quad_10,7,111,0.0063288211822509766,1.642130263099652e-05,True,Convergence
random_quad_10,8,114,0.006978511810302734,6.079949153149572e-06,True,Convergence
random_quad_10,9,87,0.005638837814331055,6.6318878226118865e-06,True,Convergence
random_quad_10,10,80,0.0054111480712890625,9.74154343040038e-06,True,Convergence
random_quad_10,11,70,0.004913806915283203,8.405139778874112e-06,True,Convergence
random_quad_10,12,62,0.0045588016510009766,1.5660043244891549e-06,True,Convergence
random_quad_10,13,52,0.003940105438232422,5.547653422946144e-06,True,Convergence
random_quad_10,14,59,0.004683971405029297,7.080521403916035e-06,True,Convergence
random_quad_10,15,46,0.0037088394165039062,1.3721709351408473e-06,True,Convergence
random_quad_10,16,41,0.003383159637451172,1.2044056232810128e-05,True,Convergence
random_quad_10,17,49,0.004232168197631836,1.7461543546110224e-06,True,Convergence
random_quad_10,18,45,0.003977298736572266,3.3937287691578267e-06,True,Convergence
random_quad_10,19,42,0.00373077392578125,1.3156935498708186e-06,True,Convergence
random_quad_10,20,39,0.003516674041748047,1.8052500918830967e-06,True,Convergence
random_quad_10,21,42,0.003917694091796875,1.649134365501652e-06,True,Convergence
random_quad_10,22,43,0.004141569137573242,3.0753684870451925e-06,True,Convergence
random_quad_10,23,40,0.003849029541015625,2.85070913553817e-06,True,Convergence
random_quad_10,24,41,0.0040285587310791016,6.225918331063981e-07,True,Convergence
random_quad_10,25,39,0.0038225650787353516,9.40771620247233e-06,True,Convergence
random_quartic_10,1,12,0.0005450248718261719,5.3374173190143186e-14,True,Convergence
random_quartic_10,2,12,0.0005686283111572266,2.4987062551342797e-13,True,Convergence
random_quartic_10,3,12,0.0005946159362792969,5.060576768402994e-10,True,Convergence
random_quartic_10,4,12,0.0006337165832519531,3.937109912952501e-09,True,Convergence
random_quartic_10,5,12,0.0006659030914306641,1.9944001540508243e-09,True,Convergence
random_quartic_10,6,13,0.0007534027099609375,3.3499810811259086e-11,True,Convergence
random_quartic_10,7,13,0.0007648468017578125,5.652310448728086e-10,True,Convergence
random_quartic_10,8,14,0.0008544921875,7.573787004684215e-11,True,Convergence
random_quartic_10,9,14,0.0008838176727294922,4.443252882390265e-09,True,Convergence
random_quartic_10,10,14,0.0009090900421142578,1.2892838215197074e-08,True,Convergence
random_quartic_10,11,15,0.0009963512420654297,8.222439596878876e-09,True,Convergence
random_quartic_10,12,16,0.0010914802551269531,3.799791759468419e-09,True,Convergence
random_quartic_10,13,17,0.0011820793151855469,7.681643909601253e-10,True,Convergence
random_quartic_10,14,17,0.0011997222900390625,2.308893706582205e-09,True,Convergence
random_quartic_10,15,17,0.0012178421020507812,6.9371464513726465e-09,True,Convergence
random_quartic_10,16,17,0.001224517822265625,1.06493137555619e-08,True,Convergence
random_quartic_10,17,17,0.0012116432189941406,1.06493137555619e-08,True,Convergence
random_quartic_10,18,17,0.0012104511260986328,1.06493137555619e-08,True,Convergence
random_quartic_10,19,17,0.0012309551239013672,1.06493137555619e-08,True,Convergence
random_quartic_10,20,17,0.0012125968933105469,1.06493137555619e-08,True,Convergence
random_quartic_10,21,17,0.0012199878692626953,1.06493137555619e-08,True,Convergence
random_quartic_10,22,17,0.001215219497680664,1.06493137555619e-08,True,Convergence
random_quartic_10,23,17,0.001224517822265625,1.06493137555619e-08,True,Convergence
random_quartic_10,24,17,0.0012183189392089844,1.06493137555619e-08,True,Convergence
random_quartic_10,25,17,0.0012102127075195312,1.06493137555619e-08,True,Convergence
rosenbrock_20d,1,243,0.022452592849731445,2.26768302820657e-05,True,Convergence
rosenbrock_20d,2,191,0.018126726150512695,2.0388452249356252e-05,True,Convergence
rosenbrock_20d,3,169,0.016424894332885742,1.622280234430247e-05,True,Convergence
rosenbrock_20d,4,140,0.014258146286010742,1.4845819377419861e-05,True,Convergence
rosenbrock_20d,5,133,0.014012336730957031,1.1807545345916715e-05,True,Convergence
rosenbrock_20d,6,130,0.014516592025756836,1.4898287449231625e-05,True,Convergence
rosenbrock_20d,7,126,0.014415979385375977,5.1321074965403e-05,True,Convergence
rosenbrock_20d,8,124,0.014635562896728516,3.027329267815023e-05,True,Convergence
rosenbrock_20d,9,124,0.015199661254882812,1.9558142429242074e-05,True,Convergence
rosenbrock_20d,10,121,0.015349149703979492,1.514942540800171e-05,True,Convergence
rosenbrock_20d,11,118,0.015358686447143555,1.2058183368554277e-05,True,Convergence
rosenbrock_20d,12,118,0.015765666961669922,1.9830844138937893e-05,True,Convergence
rosenbrock_20d,13,119,0.01647782325744629,9.719715806878944e-06,True,Convergence
rosenbrock_20d,14,119,0.01717829704284668,1.2559049733017283e-05,True,Convergence
rosenbrock_20d,15,118,0.01765727996826172,3.9031033383208076e-05,True,Convergence
rosenbrock_20d,16,115,0.01705765724182129,3.6397757983467696e-05,True,Convergence
rosenbrock_20d,17,115,0.017584800720214844,6.623406499567006e-06,True,Convergence
rosenbrock_20d,18,116,0.018077611923217773,4.311424610226735e-06,True,Convergence
rosenbrock_20d,19,116,0.0183255672454834,1.8733870970887723e-05,True,Convergence
rosenbrock_20d,20,114,0.018576383590698242,1.073831094829342e-05,True,Convergence
rosenbrock_20d,21,113,0.018831968307495117,1.1534887512069489e-05,True,Convergence
rosenbrock_20d,22,116,0.0198214054107666,1.2260701346649032e-05,True,Convergence
rosenbrock_20d,23,110,0.019150972366333008,6.730805931006978e-06,True,Convergence
rosenbrock_20d,24,112,0.019861936569213867,1.79269516473945e-05,True,Convergence
rosenbrock_20d,25,113,0.020702362060546875,4.634537848731849e-06,True,Convergence
powell_singular,1,162,0.005385160446166992,7.078276544251999e-06,True,Convergence
powell_singular,2,104,0.003984212875366211,2.4252023056780917e-06,True,Convergence
powell_singular,3,86,0.0036225318908691406,5.053854138804896e-06,True,Convergence
powell_singular,4,44,0.0020046234130859375,2.753881936976808e-06,True,Convergence
powell_singular,5,39,0.001811981201171875,4.6004415403369585e-06,True,Convergence
powell_singular,6,37,0.0018661022186279297,1.2568392377393925e-06,True,Convergence
powell_singular,7,42,0.0023415088653564453,3.0703513546112273e-07,True,Convergence
powell_singular,8,39,0.0021872520446777344,2.923688843937281e-06,True,Convergence
powell_singular,9,42,0.00254058837890625,5.452214829905954e-07,True,Convergence
powell_singular,10,37,0.002283334732055664,3.2941787748894185e-07,True,Convergence
powell_singular,11,48,0.0031876564025878906,3.693867387884652e-07,True,Convergence
powell_singular,12,44,0.003017425537109375,9.820408084095656e-06,True,Convergence
powell_singular,13,43,0.003095865249633789,8.494975470101681e-07,True,Convergence
powell_singular,14,43,0.0031578540802001953,1.4548428262357762e-06,True,Convergence
powell_singular,15,41,0.003113269805908203,2.216327496591715e-06,True,Convergence
powell_singular,16,43,0.0033676624298095703,3.900742549722738e-07,True,Convergence
powell_singular,17,42,0.003406047821044922,1.1192052194417635e-06,True,Convergence
powell_singular,18,43,0.003583192825317383,9.254545601033336e-07,True,Convergence
powell_singular,19,43,0.0036530494689941406,1.8263148137641105e-07,True,Convergence
powell_singular,20,42,0.0036668777465820312,4.591707995897307e-06,True,Convergence
powell_singular,21,42,0.003751993179321289,1.734898392563805e-07,True,Convergence
powell_singular,22,39,0.0035202503204345703,4.563180036988039e-05,True,Convergence
powell_singular,23,50,0.004908561706542969,1.2186632021743948e-06,True,Convergence
powell_singular,24,50,0.0050051212310791016,3.1965100578113704e-07,True,Convergence
powell_singular,25,51,0.005265951156616211,1.2733175298828122e-06,True,Convergence
logistic_regression_20d,1,30,0.0015201568603515625,1.8755019112098165e-06,True,Convergence
logistic_regression_20d,2,26,0.0014629364013671875,1.2851853328524041e-06,True,Convergence
logistic_regression_20d,3,24,0.0014712810516357422,6.082160365371994e-06,True,Convergence
logistic_regression_20d,4,26,0.0016160011291503906,1.1983960176785542e-06,True,Convergence
logistic_regression_20d,5,25,0.0015802383422851562,1.315501720679646e-06,True,Convergence
logistic_regression_20d,6,24,0.0015833377838134766,1.288147204416075e-06,True,Convergence
logistic_regression_20d,7,23,0.0016052722930908203,1.472939913018156e-06,True,Convergence
logistic_regression_20d,8,23,0.0016925334930419922,5.952982411825927e-06,True,Convergence
logistic_regression_20d,9,23,0.0017087459564208984,1.850944804774799e-06,True,Convergence
logistic_regression_20d,10,22,0.00164031982421875,1.1190759522887508e-06,True,Convergence
logistic_regression_20d,11,22,0.0016984939575195312,1.217734033107631e-06,True,Convergence
logistic_regression_20d,12,22,0.0017380714416503906,2.225083781187944e-06,True,Convergence
logistic_regression_20d,13,22,0.001766204833984375,1.8854368290579765e-06,True,Convergence
logistic_regression_20d,14,22,0.001825094223022461,1.1498668172169889e-06,True,Convergence
logistic_regression_20d,15,21,0.0017120838165283203,2.1884023251550303e-06,True,Convergence
logistic_regression_20d,16,21,0.0017383098602294922,2.25018552126811e-06,True,Convergence
logistic_regression_20d,17,21,0.001783609390258789,2.237858873357565e-06,True,Convergence
logistic_regression_20d,18,21,0.0017654895782470703,2.243027044935402e-06,True,Convergence
logistic_regression_20d,19,21,0.0017771720886230469,2.2463127718425804e-06,True,Convergence
logistic_regression_20d,20,21,0.001798391342163086,2.2452493316908346e-06,True,Convergence
logistic_regression_20d,21,21,0.0017971992492675781,2.2452493316908346e-06,True,Convergence
logistic_regression_20d,22,21,0.0017859935760498047,2.2452493316908346e-06,True,Convergence
logistic_regression_20d,23,21,0.0017871856689453125,2.2452493316908346e-06,True,Convergence
logistic_regression_20d,24,21,0.0018208026885986328,2.2452493316908346e-06,True,Convergence
logistic_regression_20d,25,21,0.0017898082733154297,2.2452493316908346e-06,True,Convergence
exp_fitting,1,78,0.005992412567138672,8.185835167081472e-06,True,Convergence
exp_fitting,2,39,0.0030624866485595703,4.2092418218702495e-06,True,Convergence
exp_fitting,3,28,0.0022399425506591797,3.2542884456571818e-06,True,Convergence
exp_fitting,4,23,0.001912832260131836,1.7040397950852102e-06,True,Convergence
exp_fitting,5,27,0.0022699832916259766,1.1796587259856162e-06,True,Convergence
exp_fitting,6,28,0.0025644302368164062,9.534341934393035e-08,True,Convergence
exp_fitting,7,26,0.002289295196533203,8.836251625515855e-08,True,Convergence
exp_fitting,8,26,0.0023703575134277344,3.0003466006276035e-06,True,Convergence
exp_fitting,9,25,0.0023217201232910156,2.960943329115644e-08,True,Convergence
exp_fitting,10,27,0.0026102066040039062,6.328653154551955e-07,True,Convergence
exp_fitting,11,27,0.00267791748046875,1.165541282317659e-08,True,Convergence
exp_fitting,12,27,0.002755403518676758,2.3843660020210715e-07,True,Convergence
exp_fitting,13,27,0.0028078556060791016,1.063931904757249e-08,True,Convergence
exp_fitting,14,26,0.0027303695678710938,1.5304511434811362e-07,True,Convergence
exp_fitting,15,27,0.002889394760131836,1.135492771347202e-08,True,Convergence
exp_fitting,16,27,0.002930164337158203,1.0630397472891576e-07,True,Convergence
exp_fitting,17,27,0.0029745101928710938,2.3263794796974334e-07,True,Convergence
exp_fitting,18,27,0.0030112266540527344,2.2777563570388572e-07,True,Convergence
exp_fitting,19,27,0.003061056137084961,1.9130502184179982e-07,True,Convergence
exp_fitting,20,27,0.0030913352966308594,2.3976746478824076e-07,True,Convergence
exp_fitting,21,27,0.003108978271484375,2.437442468495666e-07,True,Convergence
exp_fitting,22,27,0.0031282901763916016,2.3163113539034815e-07,True,Convergence
exp_fitting,23,27,0.0031549930572509766,2.2874066518377393e-07,True,Convergence
exp_fitting,24,27,0.003154754638671875,2.2863471504940228e-07,True,Convergence
exp_fitting,25,27,0.003391742706298828,2.28658557325484e-07,True,Convergence
random_multibasin,1,17,0.0011301040649414062,4.38543182748356e-06,True,Convergence
random_multibasin,2,15,0.0010335445404052734,4.6278554925765623e-07,True,Convergence
random_multibasin,3,13,0.0012040138244628906,4.446669707063663e-09,True,Convergence
random_multibasin,4,13,0.000980377197265625,5.035468231765185e-09,True,Convergence
random_multibasin,5,12,0.0010094642639160156,1.736172128657926e-09,True,Convergence
random_multibasin,6,12,0.0010442733764648438,1.7802447463164748e-07,True,Convergence
random_multibasin,7,12,0.0009369850158691406,2.2876540500693292e-07,True,Convergence
random_multibasin,8,12,0.0009124279022216797,5.7640885203647783e-08,True,Convergence
random_multibasin,9,12,0.0009355545043945312,5.908371283204077e-08,True,Convergence
random_multibasin,10,12,0.0009486675262451172,8.607140398018986e-08,True,Convergence
random_multibasin,11,12,0.0009434223175048828,8.592957244001845e-08,True,Convergence
random_multibasin,12,12,0.0009236335754394531,8.592957244001845e-08,True,Convergence
random_multibasin,13,12,0.0009145736694335938,8.592957244001845e-08,True,Convergence
random_multibasin,14,12,0.0009152889251708984,8.592957244001845e-08,True,Convergence
random_multibasin,15,12,0.0009195804595947266,8.592957244001845e-08,True,Convergence
random_multibasin,16,12,0.0010302066802978516,8.592957244001845e-08,True,Convergence
random_multibasin,17,12,0.0009596347808837891,8.592957244001845e-08,True,Convergence
random_multibasin,18,12,0.0009398460388183594,8.592957244001845e-08,True,Convergence
random_multibasin,19,12,0.0009310245513916016,8.592957244001845e-08,True,Convergence
random_multibasin,20,12,0.0009677410125732422,8.592957244001845e-08,True,Convergence
random_multibasin,21,12,0.0010008811950683594,8.592957244001845e-08,True,Convergence
